,아이디,날짜,맛평점,양평점,배달평점,리뷰
1586,   손님,2019년 11월 2일,5,5,5,"전에 광어연어 세트 시켜먹었는데, 또 생각 나서 이번에는 광어우럭으로 주문했어요. 역시나 배달은 빨랐고 양도 아주 많았습니다. 두명이서 먹기 딱 좋아요. ☺️ 맛은 두말할 것 없이 맛있었어요! 
그리고 깜박하고 이벤트 신청을 안했는데 소라무침도 챙겨주셔서 정말 감사히 먹었습니다. 다음에 또 주문하러 올게요. 잘 먹었습니다!😁"
1587,sj**님,2019년 10월 29일,5,4,5,"맛있게 잘 먹었어요~ 
근데 회를 얇게 썰어달라고 했는데
보통이상은 되는듯해요 쫄깃하긴했어요 
서비스로 준 소라무침도 괜찮았고
근데 상추를 많이 달라고 했는데 
생각보다 적긴 했네요"
1588,sa**님,2019년 10월 27일,5,5,5,너무 맛있게 잘먹었습니다! 양도 많고 배달도 빨랐습니다^^! 다음에 또 시킬께요
1589,12**님,2019년 10월 27일,5,3,5,"맛있네요
근데 상추가 적었어욤"
1590,   손님,2019년 10월 25일,5,5,5,"배송도 빠르고 좋았습니다
양도 회질도 좋네요
자주 시켜먹을께요
계절회도 메뉴에 있으면 더좋겠네요"
1591,   손님,2019년 10월 23일,5,5,5,"밤12시 다되서 급 회가 먹고 싶어 주문했는데..
역시 신선하고 쫄깃하고 너무 맛있게 먹었습니다.
서비스로 주신 소라무침도 잘 먹었습니다.감사합니다~"
1592,   손님,2019년 10월 21일,5,5,5,배달도 빠르고 양이 정말 많았어요! 무엇보다 두께를 선택할 수 있어서 좋았어요. 서비스로 주신 소라도 정말 잘 먹었습니다. 앞으로도 자주 주문하겠습니다🥰🥰
1593,   손님,2019년 10월 21일,5,5,5,"머항상믿고먹으니까요
너무맛있고 역시나빠른배달 감사합니다
잘먹었습니다!"
1594,as**님,2019년 10월 19일,5,5,5,리뷰가 늦었습니다 종종 시켜먹어요 ! 회도 신선하고 리뷰로 주시는 무침도 참 맛있게 먹었습니다 ^^
1595,   손님,2019년 10월 14일,5,4,4,두께를 정할 수 있어서 좋았구요 회도 괜찮고 소라무침이 맛있어서 다 먹었네요ㅋㅋㅋㅋ 다만 매운탕이 없어서 좀 아쉬웠어요. 따로 주문하는 메뉴도 없고.. 하여튼 만족입니다.
1596,01**님,2019년 10월 12일,5,4,5,배달 정말 빠르고요.빠른 만큼신선한것같네요.몇번 장소가서 직접먹어봤는데 배달역시 현장에서 먹는 만큼신선하네요.
1597,ya**님,2019년 10월 11일,5,5,5,"우선 배달 저희집이랑가깝긴해요
그래서그런지 배달엄청빨랐구요
양두 딱좋았구 두툼하니 주문한대로와서좋았어요
서비스로온게 맞는지 싶을정도로 맛있게 먹은 회무침도좋았어요"
1598,nh**님,2019년 10월 11일,3,3,5,매장에 가서는 몇번 먹었는데 배달은 처음입니다 두꺼운회 싫어해서 얇게 부탁드렸는데 살면서 이렇게 두꺼운회는 처음입니다. 아들이 그냥 먹자고 해서 먹긴 했는데 가족들 다 한마디씩하네요. 상추 양도 너무 적네요.  맛은 괜찮습니다
1599,kk**님,2019년 10월 10일,5,5,5,아 진짜루 최고의 횟집이다 이말이야. 개인적으로 소주엔 흰살 생선이 어울려서 광어 우럭 세트로 주문했는데 진짜 맛있고 기분좋게 잘 먹었습니다.
1600,   손님,2019년 10월 10일,5,5,5,맛있게 잘 먹었습니다ㅎㅎ감사합니다~
1601,   손님,2019년 10월 9일,4,4,5,소라무침이 넘넘 맛있어여 회는 보통이고~~ 혼술 하기 좋아요
1602,as**님,2019년 10월 9일,5,5,5,회는 신선해요 배달도 빠르고 양은 가격대비 만족합니다 리뷰서비스 소라무침이 엄청 많네요 잘먹었슴니다~
1603,kk**님,2019년 10월 7일,5,5,5,진짜 동네 횟집에서 사먹는거보다 가성비 좋고 맛있고 ㅊㅊ
1604,jw**님,2019년 10월 5일,5,5,5,양도 많고 초밥도 혜자네요 서비스로 받은 소라무침도 너무 맛있어요!! 집에서 회먹고싶을때 최고입니다
1605,   손님,2019년 10월 5일,5,5,4,양도 많고 맛도 너무 맛잇게 잘먹엇어요~~회무침 서비스도 주셔서 너무 감사했습니다!!
1606,yf**님,2019년 10월 5일,5,5,5,"다 괜찮았습니다. 다음엔 광어우럭 주문할게요~ 그리고 전어는
메뉴에 없는거같은데 언제 생기죠"
1607,du**님,2019년 10월 3일,5,5,5,"1. 배달: 50분쯤 걸리겠지 하고 있었는데 20분만에 왔어요! 배달 짱짱 빨라여
2. 맛: 연어가 입에서 사르르르르르르 녹아요 광어도 쫄깃쫄깃하고 서비스로 준 무침도 완전 맛있었어요ㅠㅠ 서비스로 팔면 남는게 있을까 하는 정도로 진짜 맛있어요!
3. 양: 두명이서 회랑 직접 조리한 파스타 먹었는데 딱 좋았어요!
4. 상추..: 상추가 6개정도 있고 별로 안싱싱해요.. 근데 회가 맛있으니까 쌈도 맛있게 느껴지네요:)"
1608,   손님,2019년 10월 3일,5,5,5,"역시 너무맛잇고 양도 너무좋아요 소라무침 기가막혀요
배달은 주문하고 핸드폰잠깐이면 바로오네요
잘먹겠습니다.! 다음에 혹시 상추좀더주시면 감사하겠습다"
