,아이디,날짜,맛평점,양평점,배달평점,리뷰
249,co**님,2022년 4월 19일,5,5,5,아이들이 잘 먹습니다. 다양한 맛이 있어 골라먹기 좋아요.
250,al**님,2022년 4월 19일,4,4,1,"1시간 50분 만에 받음
아무리 오래 걸려도 약 2시간 배달은 개오바고
늘 배송 늦게 왔지만 이날은 아사 직전이라 매우 불쾌했음"
251,30**님,2022년 4월 18일,5,5,5,배달도 빠르고 양도 푸짐하면서 맛있어요!
252,   손님,2022년 4월 18일,5,5,5,완전 맛있어요👍👍👍👍
253,st**님,2022년 4월 18일,5,5,5,오 진짜 맛있어요~♡
254,ha**님,2022년 4월 18일,-,-,-,"마늘간장&달콤주문했어요 토욜에 먹고 또 먹고 싶다해서 다시주문했다는요~~
매번  맛나게 잘 먹고있어용~~~"
255,ma**님,2022년 4월 17일,5,5,5,"아이들은 달콤한 맛, 어른들은 매콤한 맛~♡
항상 잘먹고 있습니다~*^^*"
256,ac**님,2022년 4월 17일,5,4,4,닭강정 먹고 싶어서가 아니라 가마로 먹고 싶어서 강정 시킵니닼ㅋㅋㅋㅋㅋ 맛있게 잘 먹었어요
257,sw**님,2022년 4월 17일,5,5,5,맛있어요맛있어요맛있어요
258,do**님,2022년 4월 16일,5,5,5,맛있어요. 아이들과 맛있게 먹었습니다  많이 파세요
259,go**님,2022년 4월 16일,5,5,5,깔끔한 맛 좋아요 ㅋ
260,tp**님,2022년 4월 15일,3,4,1,"평소에 굉장히 자주시켜먹었습니다 근데 9시에주문해서 60분찍혔고 배달시간 넘어서 전화드리니 이제출발하신다고 하셨고 10시2분에 5분만기다려달라고 하셔서끊었고 배달은 12분에도착했습니다 이미 다식은상태였고 심지어 파닭인데 후라이드만있어서 다시전화드리니까 사과부터하시는게 아니라 배달기사님이 놓고갔다고 하시네요? 파닭이랑 소스까지 받아서 음식먹기시작한게 85분후입니다 
금토일 바쁠때 시켜드실분 참고하세요
저는 이제 다시는 안시켜먹습니다."
261,pa**님,2022년 4월 15일,5,5,5,"음식 내용물에 감자튀김이 더 많은듯 하네요
떡추가문구가 빠진 리뷰작성이라 그런지 떡도 별루없구요.아쉽네요 사소한거지만ㅠㅠ
그래도 별은 다섯줄께요"
262,ch**님,2022년 4월 14일,5,5,5,"잘먹었습니다
엄청 빨리오고 양도많네요 좋아요"
263,de**님,2022년 4월 14일,5,5,5,"금욜저녁이라 주문이 많았나봐요;  거의 1시간 반을 기다렸...지만 기다린만큼!! 더 맛있었어용ㅎㅎ
진짜 너무 맛나요~ㅜ ㅜ"
264,ha**님,2022년 4월 13일,5,5,5,달콤 간장 맛있습니다. 추천합니다.
265,pu**님,2022년 4월 11일,5,4,2,"맛은 좋아요 근데 배송이 너무 아쉬워요..
전에 집앞에 두고 문자가 없어 30분동안 방치됬던일도 있었고 이번에는 배송 완료됬다고 해서 보니 커피가 와있질 않나.. 다행히 엘베 타기전 라이더분과 얘기해서 해결되었지만.. 가게에서 라이더분들과 소통이 잘안되는것 같네요"
266,jh**님,2022년 4월 11일,5,5,5,"닭강정 진짜 너무 맛있어요!!
아빠가 닭똥집을 좋아하셔서 같이 시켜봤는데 맛있다고 하시네요 ㅎㅎ"
267,kj**님,2022년 4월 10일,5,5,5,배송도 빠르고 맛도 좋아요 추천해요
268,du**님,2022년 4월 10일,5,5,5,맛있게 잘 먹었습니다
269,lu**님,2022년 4월 10일,5,5,5,와 매번 한시간~한시간반 기다렸는데 20분만에 온거 처음이에요ㅠㅠ 역시나 너무 맛있구요 기분좋게 잘 먹었습니다^^
270,th**님,2022년 4월 9일,5,5,5,맛있게 잘먹었습니다!!
271,se**님,2022년 4월 9일,5,5,5,"맛잇어요..
달콤한맛도 조금 맵네요"
272,dl**님,2022년 4월 7일,5,5,5,닭강정 먹고싶으면 항상 시키는 집👍🏻
273,cs**님,2022년 4월 6일,5,5,3,배달너무늦는거 빼면 맛있어요
274,ta**님,2022년 4월 6일,5,5,5,"가격조정이됐네요ㅠㅠ,덕분에 마늘강정먹었는데 맛있었어요"
