,아이디,날짜,맛평점,양평점,배달평점,리뷰
170,ir**님,2022년 5월 1일,5,5,5,"일단 사이즈에 무지 놀랐어요
그리고 맛도 너무 좋았구요
여러모로 가성비 탁월한 맛집 같았어요
종종 애용하겠습니다"
171,wk**님,2022년 4월 29일,5,5,5,맛나게 먹었 어요.
172,le**님,2022년 4월 24일,5,5,5,맛있었어요. ㅎㅎㅎ감사합니다.
173,hg**님,2022년 4월 20일,5,5,5,맛있어요.........
174,ti**님,2022년 4월 19일,5,5,5,맛있게 잘 먹었습니다 좋습니다
175,yu**님,2022년 4월 18일,5,5,5,"크고 맛있어요!!!!
사장님이 친절하게 해주셔서 좋아요 ㅎㅎ"
176,po**님,2022년 4월 18일,5,5,5,"회사에서 점심이나 저녁에 시켜먹고있어요 
근래 연속 여기서만 시켜먹고있는데 자꾸 사진찍는걸 깜빡하네요 
맛있고 양많고 가까워그런지 따뜻하게오고 배달도 빨라서 좋아요 
번창하세요~!!"
177,dj**님,2022년 4월 17일,4,5,1,피자가 이렇게나 찌그러져올줄이야..
178,dy**님,2022년 4월 16일,4,5,5,일반 치즈피자보다 묽어서 깨끗이 먹긴 힘든데 치즈 좋아하는 사람은 강추ㅋㅋㅋ
179,co**님,2022년 4월 16일,-,-,-,맛이 괜찮습니다~ 양도많구요
180,pa**님,2022년 4월 15일,5,5,5,배달도 빨랐도 따뜻하게 잘 받았어요~ 시카고라 치즈도 두툼하고 도우도 바삭해서 너무 맛있어요!!! 둘이서 먹었는데 양이 엄청나서 배부르게 먹었어요!!! 추천!!!
181,jh**님,2022년 4월 12일,5,5,5,맛있고 깨끗하고 빠르게 도착했어요
182,pa**님,2022년 4월 10일,5,5,5,빠르게 잘 받았습니다
183,dl**님,2022년 4월 10일,5,5,5,"맛있어요, 양이 생각보다 많아요, 성인남자 3인용 입니다."
184,sh**님,2022년 4월 10일,4,5,3,음 양은 그런데 솔직히 맛도 기대이하였고..일단 배달이...안에 내용물이 다 접혀서 와서 박스 열자마자 빡침이..
185,bm**님,2022년 4월 8일,-,-,-,항상 푸짐한 피자...잘 먹었습니다
186,go**님,2022년 4월 8일,5,5,5,"늘 그렇듯 피자는 맛있었어요.
(알리오올리오는 제 입맛엔 괜찮았는데 같이먹은 친구는 별로라고… 호불호 갈릴듯 ㅎㅎ)"
187,we**님,2022년 4월 7일,5,5,5,맛
188,   손님,2022년 4월 5일,5,5,5,배달빠르고 맛있었어요
189,ga**님,2022년 4월 3일,5,5,5,"요기요에서도 리뷰이벤트 했으면 좋겠네요.
민족어플에서 시키다가 요기패스 회원이라 요기요로 주문했더니 리뷰 서비스가 없어서 아쉽네요.
아이들이 빅스타피자 좋아해서 최근 매주 시키고 있네요. 잘먹었습니다~"
190,ch**님,2022년 4월 3일,5,5,5,👍👍👍👍👍👍👍👍👍👍
191,ya**님,2022년 4월 2일,4,2,5,46센치 아니고 40센치
192,cx**님,2022년 4월 1일,5,5,5,"빠르고 맛있었어요
재주문 할 예정입니다^^"
193,sa**님,2022년 3월 31일,5,5,5,"어머니가 크기를 보고 놀라시고
반으로 쪼개져서 와서 놀라시고
맛보고 맛있다고 놀라시네요"
194,ck**님,2022년 3월 29일,5,5,5,양도 적당하고 도우도 괜찮았습니다.
195,gy**님,2022년 3월 28일,5,5,4,"잘먹었습니다!! 양 맛 모두 굳입니다 ㅎㅎ
항상 맛있게 먹고 있어요
감사합니다"
196,qk**님,2022년 3월 27일,5,5,5,맛있게잘먹었습니다!👍
197,po**님,2022년 3월 24일,5,5,5,완전커요 맛도 너무 있어요
198,so**님,2022년 3월 24일,5,5,5,맛있게 잘먹었습니다
199,lb**님,2022년 3월 21일,5,5,5,개인적으로 좋아하는 브랜드입니다. 치킨도 엄청 맛있네요 ^^
200,ly**님,2022년 3월 20일,5,5,5,잘먹었습니다! 굿굿굿
201,gl**님,2022년 3월 20일,5,5,5,맛있게 잘 먹었습니다~
202,ki**님,2022년 3월 18일,5,5,5,빅스타에서만 피자 시켜요 언제나 최고
