,아이디,날짜,맛평점,양평점,배달평점,리뷰
53,ki**님,2022년 6월 9일,-,-,-,잘먹었습니다~~!!
54,da**님,2022년 6월 5일,5,5,5,...........
55,dk**님,2022년 6월 5일,-,-,-,맛있어요 좋습니다 굿
56,ki**님,2022년 6월 4일,5,5,5,맛있게 잘먹었습니다~~
57,bn**님,2022년 5월 31일,5,5,5,맛나게 먹엇습니당!
58,pd**님,2022년 5월 30일,5,5,5,배달도 빠르고 늦은시간에 잘먹었어요~
59,da**님,2022년 5월 28일,5,5,5,...........
60,cf**님,2022년 5월 27일,5,5,5,맛있게 잘먹었습니다
61,5w**님,2022년 5월 24일,1,1,1,"서비스가 정말 꽝이라 별점 1개도 아까워요 ;; 
맛을 다른 맛으로 배달 해준 건 기본이고 
전화로 이야기했더니 짜증섞인 말투로 응대하네요.
기분 좋게 아이스크림 먹으려고 주문했는데
그냥 기분만 나빠졌습니다ㅎㅎㅎ.
서비스 좋은 배라지점 많으니 다른 곳에서 드세요 !"
62,me**님,2022년 5월 21일,-,-,-,새로나온 맛 괜찮네요 굳
63,mf**님,2022년 5월 17일,-,-,-,잘먹었습니다 굿굿 좋아요
64,it**님,2022년 5월 15일,-,-,-,블럭팩 퍼켓몬 모양이라 아이들이 더 좋아하네요!!
65,ay**님,2022년 5월 14일,5,5,5,"집이 가까워서 그런지 10분 이내로 왔습니다.
완전 최고예요"
66,da**님,2022년 5월 14일,5,5,5,",,,,,,,,,,"
67,ag**님,2022년 5월 14일,-,-,-,감사합니다 맛있게 잘 먹었어요!
68,ha**님,2022년 5월 14일,-,-,-,빠르고 맛잇어요~
69,ro**님,2022년 5월 13일,5,5,5,"너무 맛있게잘먹었구용
다음에도 시켜먹을게요"
70,ch**님,2022년 5월 13일,5,5,5,쫄깃 달달 맛있어요
71,ss**님,2022년 5월 12일,5,5,5,녹아도 맛있어요 근데 녹기전에 드세요 ㅎㅎ
72,tr**님,2022년 5월 9일,5,5,5,맛있게 잘먹었습니다~~
73,du**님,2022년 5월 9일,5,5,5,더워져서시원하게구구ㅅ
74,li**님,2022년 5월 7일,5,5,5,먹는 내내 행복한 그밋맂니다
